REALM,taxa_mod,Species_orig,Genus,species,mass_g,length_cm,source,notes,name_data_entry,date_searched
Terrestrial,Plant,Poa_secunda,,,,,,,,
Terrestrial,Plant,Poa_sp,,,,,,,,
Terrestrial,Plant,Poa_trivialis,,,,,,,,
Terrestrial,Plant,Poaceae1_sp1,,,,,,,,
Terrestrial,Plant,Poaceae2_sp2,,,,,,,,
Terrestrial,Plant,Poaceae3_sp3,,,,,,,,
Terrestrial,Plant,Poaceae4_sp4,,,,,,,,
Terrestrial,Plant,Poaceae5_sp5,,,,,,,,
Terrestrial,Plant,Poaceae6_sp6,,,,,,,,
Terrestrial,Plant,Poaceae7_sp7,,,,,,,,
Terrestrial,Plant,Poaceae_NA,,,,,,,,
Terrestrial,Plant,Poaceae_sp,,,,,,,,
Terrestrial,Plant,Poaceae_sp1,,,,,,,,
Terrestrial,Plant,Poaceae_sp2,,,,,,,,
Terrestrial,Plant,Poaceae_sp3,,,,,,,,
Terrestrial,Plant,Podocarpus_grayae,,,,,,,,
Terrestrial,Plant,Podocarpus_lambertii,,,,,,,,
Terrestrial,Plant,Podocarpus_motleyi,,,,,,,,
Terrestrial,Plant,Pogonatum_alpinum,,,,,,,,
Terrestrial,Plant,Pogonatum_sp,,,,,,,,
Terrestrial,Plant,Pogotum_sp,,,,,,,,
Terrestrial,Plant,Pohlia_cruda,,,,,,,,
Terrestrial,Plant,Pohlia_nutans,,,,,,,,
Terrestrial,Plant,Pohlia_sp,,,,,,,,
Terrestrial,Plant,Pohlia_wahlenbergii,,,,,,,,
Terrestrial,Plant,Polemonium_acutiflorum,,,,,,,,
Terrestrial,Plant,Polemonium_sp,,,,,,,,
Terrestrial,Plant,Polpoda_capensis,,,,,,,,
Terrestrial,Plant,Polyalthia_australis,,,,,,,,
Terrestrial,Plant,Polyalthia_cinnamomea,,,,,,,,
Terrestrial,Plant,Polyalthia_clavigera,,,,,,,,
Terrestrial,Plant,Polyalthia_coffeoides,,,,,,,,
Terrestrial,Plant,Polyalthia_fragrans,,,,,,,,
Terrestrial,Plant,Polyalthia_glauca,,,,,,,,
Terrestrial,Plant,Polyalthia_hypoleuca,,,,,,,,
Terrestrial,Plant,Polyalthia_jenkinsii,,,,,,,,
Terrestrial,Plant,Polyalthia_lateriflora,,,,,,,,
Terrestrial,Plant,Polyalthia_michaelii,,,,,,,,
Terrestrial,Plant,Polyalthia_nitidissima,,,,,,,,
Terrestrial,Plant,Polyalthia_obliqua,,,,,,,,
Terrestrial,Plant,Polyalthia_rumphii,,,,,,,,
Terrestrial,Plant,Polyalthia_sclerophylla,,,,,,,,
Terrestrial,Plant,Polyalthia_sp,,,,,,,,
Terrestrial,Plant,Polyalthia_stenopetala,,,,,,,,
Terrestrial,Plant,Polyalthia_sumatrana,,,,,,,,
Terrestrial,Plant,Polyarrhena_reflexa,,,,,,,,
Terrestrial,Plant,Polygala_alba,,,,,,,,
Terrestrial,Plant,Polygala_alpestris,,,,,,,,
Terrestrial,Plant,Polygala_bracteolata,,,,,,,,
Terrestrial,Plant,Polygala_chamaebuxus,,,,,,,,
Terrestrial,Plant,Polygala_garcinii,,,,,,,,
Terrestrial,Plant,Polygala_linoides,,,,,,,,
Terrestrial,Plant,Polygala_pumila,,,,,,,,
Terrestrial,Plant,Polygala_rupestris,,,,,,,,
Terrestrial,Plant,Polygala_sp,,,,,,,,
Terrestrial,Plant,Polygala_verticillata,,,,,,,,
Terrestrial,Plant,Polygala_vulgaris,,,,,,,,
Terrestrial,Plant,Polygonatum_multiflorum,,,,,,,,
Terrestrial,Plant,Polygonatum_odoratum,,,,,,,,
Terrestrial,Plant,Polygonatum_verticillatum,,,,,,,,
Terrestrial,Plant,Polygonum_NA,,,,,,,,
Terrestrial,Plant,Polygonum_achoreum,,,,,,,,
Terrestrial,Plant,Polygonum_bistorta,,,,,,,,
Terrestrial,Plant,Polygonum_buxiforme,,,,,,,,
Terrestrial,Plant,Polygonum_douglasii,,,,,,,,
Terrestrial,Plant,Polygonum_pensylvanicum,,,,,,,,
Terrestrial,Plant,Polygonum_ramosissimum,,,,,,,,
Terrestrial,Plant,Polygonum_scandens,,,,,,,,
Terrestrial,Plant,Polygonum_sp,,,,,,,,
Terrestrial,Plant,Polygonum_tenue,,,,,,,,
Terrestrial,Plant,Polygonum_viviparum,,,,,,,,
Terrestrial,Plant,Polyosma_alangiacea,,,,,,,,
Terrestrial,Plant,Polyosma_hirsuta,,,,,,,,
Terrestrial,Plant,Polyosma_laete-virens,,,,,,,,
Terrestrial,Plant,Polyosma_rhytophloia,,,,,,,,
Terrestrial,Plant,Polypodiacea_NA,,,,,,,,
Terrestrial,Plant,Polypodium_glycyrrhiza,,,,,,,,
Terrestrial,Plant,Polypodium_hesperium,,,,,,,,
Terrestrial,Plant,Polyscias_australiana,,,,,,,,
Terrestrial,Plant,Polyscias_elegans,,,,,,,,
Terrestrial,Plant,Polyscias_murrayi,,,,,,,,
Terrestrial,Plant,Polystichum_munitum,,,,,,,,
Terrestrial,Plant,Polytrichum_commune,,,,,,,,
Terrestrial,Plant,Polytrichum_formosum,,,,,,,,
Terrestrial,Plant,Polytrichum_juniperinum,,,,,,,,
Terrestrial,Plant,Polytrichum_piliferum,,,,,,,,
Terrestrial,Plant,Polytrichum_sp,,,,,,,,
Terrestrial,Plant,Polytrichum_strictum,,,,,,,,
Terrestrial,Plant,Polytrichum_urnigerum,,,,,,,,
Terrestrial,Plant,Pomaria_jamesii,,,,,,,,
Terrestrial,Plant,Pometia_pinnata,,,,,,,,
Terrestrial,Plant,Ponrouma_sp,,,,,,,,
Terrestrial,Plant,Popowia_pisocarpa,,,,,,,,
Terrestrial,Plant,Popowia_tomentosa,,,,,,,,
Terrestrial,Plant,Populus_deltoides,,,,,,,,
Terrestrial,Plant,Populus_grandidentata,,,,,,,,
Terrestrial,Plant,Populus_pinnata,,,,,,,,
Terrestrial,Plant,Populus_sp,,,,,,,,
Terrestrial,Plant,Populus_tremula,,,,,,,,
Terrestrial,Plant,Populus_tremuloides,,,,,,,,
Terrestrial,Plant,Populus_trichocarpa,,,,,,,,
Terrestrial,Plant,Porophyllum_lanceolatum,,,,,,,,
Terrestrial,Plant,Porterandia_anisophylla,,,,,,,,
Terrestrial,Plant,Portulaca_halimoides,,,,,,,,
Terrestrial,Plant,Portulaca_oleracea,,,,,,,,
Terrestrial,Plant,Portulaca_parvula,,,,,,,,
Terrestrial,Plant,Portulaca_sp,,,,,,,,
Terrestrial,Plant,Posoqueria_coriacea,,,,,,,,
Terrestrial,Plant,Posoqueria_latifolia,,,,,,,,
Terrestrial,Plant,Potalia_amara,,,,,,,,
Terrestrial,Plant,Potentilla_argentea,,,,,,,,
Terrestrial,Plant,Potentilla_aurea,,,,,,,,
Terrestrial,Plant,Potentilla_crantzii,,,,,,,,
Terrestrial,Plant,Potentilla_erecta,,,,,,,,
Terrestrial,Plant,Potentilla_grandiflora,,,,,,,,
Terrestrial,Plant,Potentilla_hyparctica,,,,,,,,
Terrestrial,Plant,Potentilla_norvegica,,,,,,,,
Terrestrial,Plant,Potentilla_recta,,,,,,,,
Terrestrial,Plant,Potentilla_simplex,,,,,,,,
Terrestrial,Plant,Potentilla_sp,,,,,,,,
Terrestrial,Plant,Potentilla_uniflora,,,,,,,,
Terrestrial,Plant,Poterium_sanguisorba,,,,,,,,
Terrestrial,Plant,Poulsenia_armata,,,,,,,,
Terrestrial,Plant,Pourouma_bicolor,,,,,,,,
Terrestrial,Plant,Pouteria_brownlessiana,,,,,,,,
Terrestrial,Plant,Pouteria_castanosperma,,,,,,,,
Terrestrial,Plant,Pouteria_chartacea,,,,,,,,
Terrestrial,Plant,Pouteria_euphlebia,,,,,,,,
Terrestrial,Plant,Pouteria_fossicola,,,,,,,,
Terrestrial,Plant,Pouteria_gardneriana,,,,,,,,
Terrestrial,Plant,Pouteria_malaccensis,,,,,,,,
Terrestrial,Plant,Pouteria_myrsinifolia,,,,,,,,
Terrestrial,Plant,Pouteria_myrsinodendron,,,,,,,,
Terrestrial,Plant,Pouteria_papyracea,,,,,,,,
Terrestrial,Plant,Pouteria_pearsoniorum,,,,,,,,
Terrestrial,Plant,Pouteria_ramiflora,,,,,,,,
Terrestrial,Plant,Pouteria_reticulata,,,,,,,,
Terrestrial,Plant,Pouteria_sp,,,,,,,,
Terrestrial,Plant,Pouteria_sp1,,,,,,,,
Terrestrial,Plant,Pouteria_sp4,,,,,,,,
Terrestrial,Plant,Pouteria_stipitata,,,,,,,,
Terrestrial,Plant,Pouteria_torta,,,,,,,,
Terrestrial,Plant,Pouteria_xerocarpa,,,,,,,,
Terrestrial,Plant,Prainea_limpato,,,,,,,,
Terrestrial,Plant,Preissia_quadrata,,,,,,,,
Terrestrial,Plant,Premna_tomentosa,,,,,,,,
Terrestrial,Plant,Prenanthes_purpurea,,,,,,,,
Terrestrial,Plant,Prestoea_acuminata,,,,,,,,
Terrestrial,Plant,Prestoea_decurrens,,,,,,,,
Terrestrial,Plant,Primula_farinosa,,,,,,,,
Terrestrial,Plant,Primula_integrifolia,,,,,,,,
Terrestrial,Plant,Primula_latifolia,,,,,,,,
Terrestrial,Plant,Primula_scandinavica,,,,,,,,
Terrestrial,Plant,Prioria_copaifera,,,,,,,,
Terrestrial,Plant,Prismatocarpus_sessilis,,,,,,,,
Terrestrial,Plant,Prismatomeris_glabra,,,,,,,,
Terrestrial,Plant,Prismatomeris_sp1,,,,,,,,
Terrestrial,Plant,Proboscidea_parviflora,,,,,,,,
Terrestrial,Plant,Prockia_crucis,,,,,,,,
Terrestrial,Plant,Procodium_NA,,,,,,,,
Terrestrial,Plant,Prosopis_glandulosa,,,,,,,,
Terrestrial,Plant,Protea_acaulos,,,,,,,,
Terrestrial,Plant,Protea_cynaroides,,,,,,,,
Terrestrial,Plant,Protea_lepidocarpodendron,,,,,,,,
Terrestrial,Plant,Protium_confusum,,,,,,,,
Terrestrial,Plant,Protium_costaricense,,,,,,,,
Terrestrial,Plant,Protium_glabrum,,,,,,,,
Terrestrial,Plant,Protium_heptaphyllum,,,,,,,,
Terrestrial,Plant,Protium_panamense,,,,,,,,
Terrestrial,Plant,Protium_tenuifolium,,,,,,,,
Terrestrial,Plant,Protium_widgrenii,,,,,,,,
Terrestrial,Plant,Prumnopitys_ladei,,,,,,,,
Terrestrial,Plant,Prumus_myrtifolia,,,,,,,,
Terrestrial,Plant,Prunella_vulgaris,,,,,,,,
Terrestrial,Plant,Prunus_americana,,,,,,,,
Terrestrial,Plant,Prunus_angustifolia,,,,,,,,
Terrestrial,Plant,Prunus_arborea,,,,,,,,
Terrestrial,Plant,Prunus_emarginata,,,,,,,,
Terrestrial,Plant,Prunus_grisea,,,,,,,,
Terrestrial,Plant,Prunus_myrtifolia,,,,,,,,
Terrestrial,Plant,Prunus_pensylvanica,,,,,,,,
Terrestrial,Plant,Prunus_recurviflora,,,,,,,,
Terrestrial,Plant,Prunus_rufum,,,,,,,,
Terrestrial,Plant,Prunus_serotina,,,,,,,,
Terrestrial,Plant,Prunus_sp,,,,,,,,
Terrestrial,Plant,Prunus_stipulaceum,,,,,,,,
Terrestrial,Plant,Prunus_turneriana,,,,,,,,
Terrestrial,Plant,Prunus_virginiana,,,,,,,,
Terrestrial,Plant,Pseudephebe_pubescens,,,,,,,,
Terrestrial,Plant,Pseudevernia_furfuracea,,,,,,,,
Terrestrial,Plant,Pseudobombax_grandiflorum,,,,,,,,
Terrestrial,Plant,Pseudobombax_longiflorum,,,,,,,,
Terrestrial,Plant,Pseudobombax_septenatum,,,,,,,,
Terrestrial,Plant,Pseudobombax_tomentosum,,,,,,,,
Terrestrial,Plant,Pseudoeugenia_singaporensis,,,,,,,,
Terrestrial,Plant,Pseudognaphalium_obtusifolium,,,,,,,,
Terrestrial,Plant,Pseudolmedia_laevigata,,,,,,,,
Terrestrial,Plant,Pseudolmedia_spuria,,,,,,,,
Terrestrial,Plant,Pseudopentameris_macrantha,,,,,,,,
Terrestrial,Plant,Pseudorchis_albida,,,,,,,,
Terrestrial,Plant,Pseudoroegneria_spicata,,,,,,,,
Terrestrial,Plant,Pseudoselago_serrata,,,,,,,,
Terrestrial,Plant,Pseudoselago_spuria,,,,,,,,
Terrestrial,Plant,Pseudotaxiphyllum_elegans,,,,,,,,
Terrestrial,Plant,Pseudotsuga_menziesii,,,,,,,,
Terrestrial,Plant,Pseudoweinmannia_lachnocarpa,,,,,,,,
Terrestrial,Plant,Pseudoxenasma_verrucisporum,,,,,,,,
Terrestrial,Plant,Pseuduvaria_froggattii,,,,,,,,
Terrestrial,Plant,Pseuduvaria_macrophylla,,,,,,,,
Terrestrial,Plant,Psidium_friedrichsthalignum,,,,,,,,
Terrestrial,Plant,Psidium_ooideum,,,,,,,,
Terrestrial,Plant,Psidium_sartorianum,,,,,,,,
Terrestrial,Plant,Psidium_sp,,,,,,,,
Terrestrial,Plant,Psidium_tomentosum,,,,,,,,
Terrestrial,Plant,Psilostrophe_tagetina,,,,,,,,
Terrestrial,Plant,Psora_decipiens,,,,,,,,
Terrestrial,Plant,Psoralea_asarina,,,,,,,,
Terrestrial,Plant,Psoralea_cuspidata,,,,,,,,
Terrestrial,Plant,Psoralea_imbricata,,,,,,,,
Terrestrial,Plant,Psoralea_laxa,,,,,,,,
Terrestrial,Plant,Psoralea_pinnata,,,,,,,,
Terrestrial,Plant,Psoralea_repens,,,,,,,,
Terrestrial,Plant,Psoralea_tenuiflora,,,,,,,,
Terrestrial,Plant,Psoroma_hypnorum,,,,,,,,
Terrestrial,Plant,Psychotria_acuminata,,,,,,,,
Terrestrial,Plant,Psychotria_allenii,,,,,,,,
Terrestrial,Plant,Psychotria_brachiata,,,,,,,,
Terrestrial,Plant,Psychotria_brachybotrya,,,,,,,,
Terrestrial,Plant,Psychotria_carthagenensis,,,,,,,,
Terrestrial,Plant,Psychotria_chagrensis,,,,,,,,
Terrestrial,Plant,Psychotria_deflexa,,,,,,,,
Terrestrial,Plant,Psychotria_elata,,,,,,,,
Terrestrial,Plant,Psychotria_erecta,,,,,,,,
Terrestrial,Plant,Psychotria_graciliflora,,,,,,,,
Terrestrial,Plant,Psychotria_grandis,,,,,,,,
Terrestrial,Plant,Psychotria_griffithii,,,,,,,,
Terrestrial,Plant,Psychotria_hoffmannseggiana,,,,,,,,
Terrestrial,Plant,Psychotria_horizontalis,,,,,,,,
Terrestrial,Plant,Psychotria_limonensis,,,,,,,,
Terrestrial,Plant,Psychotria_marginata,,,,,,,,
Terrestrial,Plant,Psychotria_pittieri,,,,,,,,
Terrestrial,Plant,Psychotria_poeppigiana,,,,,,,,
Terrestrial,Plant,Psychotria_psychotriifolia,,,,,,,,
Terrestrial,Plant,Psychotria_racemosa,,,,,,,,
Terrestrial,Plant,Psychotria_rostrata,,,,,,,,
Terrestrial,Plant,Psychotria_suerrensis,,,,,,,,
Terrestrial,Plant,Psychotria_sylvivaga,,,,,,,,
Terrestrial,Plant,Psychotria_tenuifolia,,,,,,,,
Terrestrial,Plant,Psychotria_vauthieri,,,,,,,,
Terrestrial,Plant,Psychotria_vellosiana,,,,,,,,
Terrestrial,Plant,Psydrax_lamprophylla,,,,,,,,
Terrestrial,Plant,Psydrax_maingayi,,,,,,,,
Terrestrial,Plant,Psydrax_montigena,,,,,,,,
Terrestrial,Plant,Psydrax_sp10,,,,,,,,
Terrestrial,Plant,Psydrax_sp8,,,,,,,,
Terrestrial,Plant,Psydrax_tropica,,,,,,,,
Terrestrial,Plant,Pteleocarpa_lamponga,,,,,,,,
Terrestrial,Plant,Pteridium_aquilinum,,,,,,,,
Terrestrial,Plant,Pternandra_coerulescens,,,,,,,,
Terrestrial,Plant,Pternandra_echinata,,,,,,,,
Terrestrial,Plant,Pterocarpus_belizensis,,,,,,,,
Terrestrial,Plant,Pterocarpus_marsupium,,,,,,,,
Terrestrial,Plant,Pterocarpus_rohrii,,,,,,,,
Terrestrial,Plant,Pterocaulon_alopecuroides,,,,,,,,
Terrestrial,Plant,Pterocaulon_rugosum,,,,,,,,
Terrestrial,Plant,Pterocymbium_tubulatum,,,,,,,,
Terrestrial,Plant,Pterogyne_nitens,,,,,,,,
Terrestrial,Plant,Pterospermum_diversifolium,,,,,,,,
Terrestrial,Plant,Ptilidium_ciliare,,,,,,,,
Terrestrial,Plant,Ptilidium_pulcherrimum,,,,,,,,
Terrestrial,Plant,Ptilium_crista-castrensis,,,,,,,,
Terrestrial,Plant,Ptychopyxis_caput-medusae,,,,,,,,
Terrestrial,Plant,Ptychopyxis_costata,,,,,,,,
Terrestrial,Plant,Pullea_stutzeri,,,,,,,,
Terrestrial,Plant,Pulsatilla_apiifolia,,,,,,,,
Terrestrial,Plant,Pulsatilla_vernalis,,,,,,,,
Terrestrial,Plant,Purshia_tridentata,,,,,,,,
Terrestrial,Plant,Pyrenaria_acuminata,,,,,,,,
Terrestrial,Plant,Pyrola_asarifolia,,,,,,,,
Terrestrial,Plant,Pyrola_grandiflora,,,,,,,,
Terrestrial,Plant,Pyrola_minor,,,,,,,,
Terrestrial,Plant,Pyrola_picta,,,,,,,,
Terrestrial,Plant,Pyrola_secunda,,,,,,,,
Terrestrial,Plant,Pyrola_sp,,,,,,,,
Terrestrial,Plant,QUGR3B_NA,,,,,,,,
Terrestrial,Plant,Qualea_cordata,,,,,,,,
Terrestrial,Plant,Qualea_dichotoma,,,,,,,,
Terrestrial,Plant,Qualea_grandiflora,,,,,,,,
Terrestrial,Plant,Qualea_multiflora,,,,,,,,
Terrestrial,Plant,Qualea_parviflora,,,,,,,,
Terrestrial,Plant,Quararibea_asterolepis,,,,,,,,
Terrestrial,Plant,Quararibea_sp,,,,,,,,
Terrestrial,Plant,Quassia_amara,,,,,,,,
Terrestrial,Plant,Quassia_baileyana,,,,,,,,
Terrestrial,Plant,Qucacuro_caspi,,,,,,,,
Terrestrial,Plant,Quercus_NA,,,,,,,,
Terrestrial,Plant,Quercus_alba,,,,,,,,
Terrestrial,Plant,Quercus_argentata,,,,,,,,
Terrestrial,Plant,Quercus_elipsoidalis,,,,,,,,
Terrestrial,Plant,Quercus_gemelliflora,,,,,,,,
Terrestrial,Plant,Quercus_grisea,,,,,,,,
Terrestrial,Plant,Quercus_macrocarpa,,,,,,,,
Terrestrial,Plant,Quercus_palaeolithicola,,,,,,,,
Terrestrial,Plant,Quercus_rubra,,,,,,,,
Terrestrial,Plant,Quercus_turbinella,,,,,,,,
Terrestrial,Plant,Quiina_schippii,,,,,,,,
Terrestrial,Plant,Quillaja_brasiliensis,,,,,,,,
Terrestrial,Plant,ROSAACIC_NA,,,,,,,,
Terrestrial,Plant,ROSAASCI_NA,,,,,,,,
Terrestrial,Plant,RUBUIDAE_NA,,,,,,,,
Terrestrial,Plant,RUBUSPEC_NA,,,,,,,,
Terrestrial,Plant,Racomitrium_canescens,,,,,,,,
Terrestrial,Plant,Racomitrium_fasciculare,,,,,,,,
Terrestrial,Plant,Racomitrium_lanuginosum,,,,,,,,
Terrestrial,Plant,Racomitrium_sp,,,,,,,,
Terrestrial,Plant,Radermachera_pinnata,,,,,,,,
Terrestrial,Plant,Radermachera_xylocarpa,,,,,,,,
Terrestrial,Plant,Radula_prolifera,,,,,,,,
Terrestrial,Plant,Raffia_sp,,,,,,,,
Terrestrial,Plant,Rafinesquia_neomexicana,,,,,,,,
Terrestrial,Plant,Rafnia_crassifolia,,,,,,,,
Terrestrial,Plant,Randia_armata,,,,,,,,
Terrestrial,Plant,Randia_ferox,,,,,,,,
Terrestrial,Plant,Ranunculus_NA,,,,,,,,
Terrestrial,Plant,Ranunculus_acris,,,,,,,,
Terrestrial,Plant,Ranunculus_hyperboreus,,,,,,,,
Terrestrial,Plant,Ranunculus_kuepferi,,,,,,,,
Terrestrial,Plant,Ranunculus_lapponicus,,,,,,,,
Terrestrial,Plant,Ranunculus_montanus,,,,,,,,
Terrestrial,Plant,Ranunculus_nemorosus,,,,,,,,
Terrestrial,Plant,Ranunculus_nivalis,,,,,,,,
Terrestrial,Plant,Ranunculus_pygmaeus,,,,,,,,
Terrestrial,Plant,Ranunculus_repens,,,,,,,,
Terrestrial,Plant,Ranunculus_sp,,,,,,,,
Terrestrial,Plant,Ranunculus_uncinatus,,,,,,,,
Terrestrial,Plant,Ranunculus_villarsii,,,,,,,,
Terrestrial,Plant,Rapanea_ferruginea,,,,,,,,
Terrestrial,Plant,Rapanea_gardneriana,,,,,,,,
Terrestrial,Plant,Rapanea_guianensis,,,,,,,,
Terrestrial,Plant,Rapanea_lancifolia,,,,,,,,
Terrestrial,Plant,Rapanea_sp,,,,,,,,
Terrestrial,Plant,Rapanea_umbellata,,,,,,,,
Terrestrial,Plant,Ratibida_columnaris,,,,,,,,
Terrestrial,Plant,Ratibida_columnifera,,,,,,,,
Terrestrial,Plant,Rauvolfia_littoralis,,,,,,,,
Terrestrial,Plant,Reinwardtiodendron_anaimalaiense,,,,,,,,
Terrestrial,Plant,Reinwardtiodendron_cinereum,,,,,,,,
Terrestrial,Plant,Relbunium_richardianum,,,,,,,,
Terrestrial,Plant,Resinicium_bicolor,,,,,,,,
Terrestrial,Plant,Restio_bifurcus,,,,,,,,
Terrestrial,Plant,Restio_capensis,,,,,,,,
Terrestrial,Plant,Restio_cincinnatus,,,,,,,,
Terrestrial,Plant,Restio_dodii,,,,,,,,
Terrestrial,Plant,Restio_egregius,,,,,,,,
Terrestrial,Plant,Restio_eleocharis,,,,,,,,
Terrestrial,Plant,Restio_filiformis,,,,,,,,
Terrestrial,Plant,Restio_leptostachyus,,,,,,,,
Terrestrial,Plant,Restio_paludosus,,,,,,,,
Terrestrial,Plant,Restio_quinquefarius,,,,,,,,
Terrestrial,Plant,Restio_ramosissimus,,,,,,,,
Terrestrial,Plant,Restio_sarocladus,,,,,,,,
Terrestrial,Plant,Restio_triticeus,,,,,,,,
Terrestrial,Plant,Restio_vimineus,,,,,,,,
Terrestrial,Plant,Rhamnella_vitiensis,,,,,,,,
Terrestrial,Plant,Rhamnidium_elaeocarpum,,,,,,,,
Terrestrial,Plant,Rhamnidium_elaeocarpus,,,,,,,,
Terrestrial,Plant,Rhamnus_cathartica,,,,,,,,
Terrestrial,Plant,Rhamnus_frangula,,,,,,,,
Terrestrial,Plant,Rhamnus_purshiana,,,,,,,,
Terrestrial,Plant,Rhamnus_sp,,,,,,,,
Terrestrial,Plant,Rhamnus_sphaerosperma,,,,,,,,
Terrestrial,Plant,Rhedia_sp,,,,,,,,
Terrestrial,Plant,Rheedia_sp,,,,,,,,
Terrestrial,Plant,Rhinanthus_alectorolophus,,,,,,,,
Terrestrial,Plant,Rhinanthus_minor,,,,,,,,
Terrestrial,Plant,Rhizomnium_andrewsianum,,,,,,,,
Terrestrial,Plant,Rhizophora_mangle,,,,,,,,
Terrestrial,Plant,Rhodamnia_blairiana,,,,,,,,
Terrestrial,Plant,Rhodamnia_cinerea,,,,,,,,
Terrestrial,Plant,Rhodamnia_costata,,,,,,,,
Terrestrial,Plant,Rhodamnia_sessiliflora,,,,,,,,
Terrestrial,Plant,Rhodamnia_sharpeana,,,,,,,,
Terrestrial,Plant,Rhodamnia_spongiosa,,,,,,,,
Terrestrial,Plant,Rhodiola_rosea,,,,,,,,
Terrestrial,Plant,Rhododendron_ferrugineum,,,,,,,,
Terrestrial,Plant,Rhododendron_groenlandicum,,,,,,,,
Terrestrial,Plant,Rhododendron_hirsutum,,,,,,,,
Terrestrial,Plant,Rhododendron_lapponicum,,,,,,,,
Terrestrial,Plant,Rhododendron_macrophyllum,,,,,,,,
Terrestrial,Plant,Rhododendron_tomentosum,,,,,,,,
Terrestrial,Plant,Rhodomyrtus_macrocarpa,,,,,,,,
Terrestrial,Plant,Rhodomyrtus_pervagata,,,,,,,,
Terrestrial,Plant,Rhodostemonodaphne_sp2,,,,,,,,
Terrestrial,Plant,Rhus_aromatica,,,,,,,,
Terrestrial,Plant,Rhus_diversiloba,,,,,,,,
Terrestrial,Plant,Rhus_glabra,,,,,,,,
Terrestrial,Plant,Rhus_micophylla,,,,,,,,
Terrestrial,Plant,Rhus_microphylla,,,,,,,,
Terrestrial,Plant,Rhus_radicans,,,,,,,,
Terrestrial,Plant,Rhus_sp,,,,,,,,
Terrestrial,Plant,Rhus_trilobata,,,,,,,,
Terrestrial,Plant,Rhynchosia_ferulifolia,,,,,,,,
Terrestrial,Plant,Rhyncospora_globosa,,,,,,,,
Terrestrial,Plant,Rhyncospora_sp1,,,,,,,,
Terrestrial,Plant,Rhytidiadelphus_loreus,,,,,,,,
Terrestrial,Plant,Rhytidiadelphus_squarrosus,,,,,,,,
Terrestrial,Plant,Rhytidium_rugosum,,,,,,,,
Terrestrial,Plant,Ribes_NA,,,,,,,,
Terrestrial,Plant,Ribes_missouriense,,,,,,,,
Terrestrial,Plant,Ribes_sanguineum,,,,,,,,
Terrestrial,Plant,Riccardia_latifrans,,,,,,,,
Terrestrial,Plant,Richardia_grandiflora,,,,,,,,
Terrestrial,Plant,Rinorea_anguifera,,,,,,,,
Terrestrial,Plant,Rinorea_bengalensis,,,,,,,,
Terrestrial,Plant,Rinorea_horneri,,,,,,,,
Terrestrial,Plant,Rinorea_sclerocarpa,,,,,,,,
Terrestrial,Plant,Rinorea_sylvatica,,,,,,,,
Terrestrial,Plant,Ristantia_pachysperma,,,,,,,,
Terrestrial,Plant,Robinia_pseudoacacia,,,,,,,,
Terrestrial,Plant,Rockinghamia_angustifolia,,,,,,,,
Terrestrial,Plant,Roella_amplexicaulis,,,,,,,,
Terrestrial,Plant,Roella_ciliata,,,,,,,,
Terrestrial,Plant,Roella_decurrens,,,,,,,,
Terrestrial,Plant,Roella_prostrata,,,,,,,,
Terrestrial,Plant,Roella_recurvata,,,,,,,,
Terrestrial,Plant,Roella_triflora,,,,,,,,
Terrestrial,Plant,Roepera_spinosa,,,,,,,,
Terrestrial,Plant,Rollinia_sylvatica,,,,,,,,
Terrestrial,Plant,Rosa_arkansana,,,,,,,,
Terrestrial,Plant,Rosa_carolina,,,,,,,,
Terrestrial,Plant,Rosa_gymnocarpa,,,,,,,,
Terrestrial,Plant,Rosa_sp,,,,,,,,
Terrestrial,Plant,Rosenbergiodendron_formosum,,,,,,,,
Terrestrial,Plant,Rosmarinus_officinalis,,,,,,,,
Terrestrial,Plant,Rothmannia_macrophylla,,,,,,,,
Terrestrial,Plant,Roupala_brasiliensis,,,,,,,,
Terrestrial,Plant,Roupala_montana,,,,,,,,
Terrestrial,Plant,Ruagea_glabra,,,,,,,,
Terrestrial,Plant,Rubiaceae1_sp,,,,,,,,
Terrestrial,Plant,Rubiaceae_NA,,,,,,,,
Terrestrial,Plant,Rubus_allegheniensis,,,,,,,,
Terrestrial,Plant,Rubus_argutus,,,,,,,,
Terrestrial,Plant,Rubus_chamaemorus,,,,,,,,
Terrestrial,Plant,Rubus_flagellaris,,,,,,,,
Terrestrial,Plant,Rubus_fruticosus,,,,,,,,
Terrestrial,Plant,Rubus_idaeus,,,,,,,,
Terrestrial,Plant,Rubus_leucodermis,,,,,,,,
Terrestrial,Plant,Rubus_nivalis,,,,,,,,
Terrestrial,Plant,Rubus_occidentalis,,,,,,,,
Terrestrial,Plant,Rubus_ostryifolius,,,,,,,,
Terrestrial,Plant,Rubus_parviflorus,,,,,,,,
Terrestrial,Plant,Rubus_sp,,,,,,,,
Terrestrial,Plant,Rubus_spectabilis,,,,,,,,
Terrestrial,Plant,Rubus_ursinus,,,,,,,,
Terrestrial,Plant,Rudbeckia_hirta,,,,,,,,
Terrestrial,Plant,Rudgea_jasminoides,,,,,,,,
Terrestrial,Plant,Rudgea_viburnoides,,,,,,,,
Terrestrial,Plant,Ruellia_humilis,,,,,,,,
Terrestrial,Plant,Rumex_acetosa,,,,,,,,
